trip_id,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
T01125,Metro,Station_35,Station_10,12.0,Fog,34.15,55.3,15.79,2.26,Parade,0
T01126,Metro,Station_37,Station_34,7.0,Snow,10.0,,16.34,12.93,No Event,0
T01127,Train,Station_19,Station_36,9.0,Rain,31.82,50.06,20.02,11.379999999999999,Concert,0
T01128,Train,Station_44,Station_25,1.0,Cloudy,29.71,49.69,23.2,2.17,Sports,0
T01129,Train,Station_29,Station_6,1.0,Rain,26.310000000000002,55.61,18.59,12.120000000000001,Festival,0
T01130,Train,Station_7,Station_24,16.0,Snow,7.149999999999999,45.29,18.4,14.7,Concert,0
T01131,Train,Station_28,Station_18,0.0,Fog,24.73,47.44,12.2,2.14,No Event,0
T01132,Train,Station_9,Station_23,7.0,Clear,32.54,51.96,15.09,1.61,Protest,0
T01133,Tram,Station_28,Station_6,8.0,Rain,15.3,55.6,25.13,0.6099999999999999,No Event,0
T01134,Tram,Station_6,Station_29,-1.0,Fog,21.89,54.96,17.75,1.85,No Event,0
T01135,Tram,Station_29,Station_25,17.0,Rain,20.88,54.21,13.31,10.96,Festival,0
T01136,Tram,Station_17,Station_17,-3.0,Snow,-2.4400000000000013,,15.46,14.65,No Event,0
T01137,Train,Station_16,Station_46,-1.0,Fog,28.94,49.11,17.81,1.93,No Event,0
T01138,Metro,Station_23,Station_24,-6.0,Cloudy,19.19,50.81,12.54,1.82,No Event,0
T01139,Bus,Station_31,Station_11,12.0,Fog,19.88,52.14,16.29,2.09,No Event,0
T01140,Train,Station_3,Station_26,13.0,Storm,10.440000000000001,52.38,53.22,18.59,No Event,0
T01141,Bus,Station_21,Station_34,13.0,Clear,25.91,46.35,14.22,2.34,No Event,0
T01142,Metro,Station_26,Station_28,12.0,Snow,10.86,55.83,18.3,15.629999999999999,Sports,0
T01143,Tram,Station_36,Station_3,1.0,Fog,22.31,55.53,17.09,2.15,Sports,0
T01144,Metro,Station_42,Station_11,18.0,Snow,-1.7300000000000004,41.13,,16.44,Concert,0
T01145,Train,Station_37,Station_38,-3.0,Rain,17.5,54.52,22.17,9.129999999999999,No Event,0
T01146,Tram,Station_22,Station_14,7.0,Rain,22.78,50.33,9.04,13.7,Sports,0
T01147,Train,Station_42,Station_26,1.0,Fog,15.84,46.87,7.74,2.38,No Event,0
T01148,Tram,Station_12,Station_48,7.0,Storm,17.119999999999997,,44.9,33.18,No Event,0
T01149,Bus,Station_42,Station_21,-3.0,Fog,23.42,52.78,,2.07,Festival,0
T01150,Bus,Station_13,Station_39,2.0,Cloudy,25.44,54.69,12.19,1.94,No Event,0
T01151,Bus,Station_11,Station_30,40.0,Storm,15.39,57.82,44.03,20.07,Concert,0
T01152,Metro,Station_16,Station_8,19.0,Snow,9.16,53.13,14.93,16.05,Parade,0
T01153,Train,Station_8,Station_20,-1.0,Fog,21.67,58.9,20.08,1.89,No Event,0
T01154,Metro,Station_40,Station_48,3.0,Snow,13.52,56.11,11.93,13.18,No Event,0
T01155,Bus,Station_40,Station_32,12.0,Clear,18.3,48.11,21.31,2.49,No Event,0
T01156,Train,Station_45,Station_22,13.0,Storm,10.440000000000001,42.88,45.39,24.93,No Event,0
T01157,Bus,Station_2,Station_7,7.0,Fog,21.46,58.3,,2.04,Sports,0
T01158,Metro,Station_30,Station_9,6.0,Clear,19.78,56.02,13.12,1.67,Sports,0
T01159,Metro,Station_30,Station_45,-7.0,Fog,23.73,57.51,,2.46,No Event,0
T01160,Metro,Station_12,Station_1,-5.0,Cloudy,19.23,51.01,17.19,2.19,No Event,0
T01161,Bus,Station_10,Station_29,-6.0,Rain,17.96,48.71,9.56,5.95,Parade,0
T01162,Train,Station_44,Station_8,8.0,Snow,2.7399999999999984,44.87,19.76,14.22,No Event,0
T01163,Train,Station_11,Station_4,3.0,Fog,23.92,53.44,27.54,1.71,No Event,0
T01164,Bus,Station_15,Station_35,47.0,Storm,9.219999999999999,56.98,55.65,23.39,No Event,1
T01165,Train,Station_16,Station_3,8.0,Fog,30.85,47.05,12.64,2.61,Concert,1
T01166,Bus,Station_17,Station_45,10.0,Fog,20.09,56.19,,1.91,No Event,1
T01167,Train,Station_26,Station_40,1.0,Fog,22.85,62.36,11.39,2.25,No Event,1
T01168,Tram,Station_2,Station_7,8.0,Fog,30.92,49.77,9.88,2.4,Sports,0
T01169,Tram,Station_50,Station_27,14.0,Storm,,54.65,46.07,24.91,Sports,0
T01170,Metro,Station_12,Station_1,2.0,Storm,14.48,44.94,53.39,13.29,No Event,0
T01171,Tram,Station_26,Station_27,0.0,Fog,28.55,51.23,8.66,1.86,No Event,0
T01172,Tram,Station_23,Station_16,-3.0,Rain,20.44,51.17,16.7,7.1899999999999995,No Event,0
T01173,Tram,Station_18,Station_38,-6.0,Fog,23.08,61.78,19.37,2.41,No Event,0
T01174,Bus,Station_32,Station_7,23.0,Snow,11.79,49.04,21.76,14.03,No Event,0
T01175,Tram,Station_49,Station_44,1.0,Snow,1.5599999999999987,56.34,4.06,16.2,No Event,0
T01176,Tram,Station_38,Station_23,8.0,Storm,14.54,53.47,41.35,7.93,No Event,0
T01177,Metro,Station_47,Station_41,3.0,Snow,16.17,45.52,18.49,18.34,No Event,0
T01178,Tram,Station_3,Station_11,22.0,Snow,3.0100000000000016,57.43,9.36,15.07,Parade,0
T01179,Tram,Station_38,Station_42,-8.0,Cloudy,24.05,53.66,17.7,2.11,No Event,0
T01180,Train,Station_3,Station_33,-4.0,Fog,26.72,57.83,14.23,2.04,No Event,0
T01181,Metro,Station_30,Station_50,-4.0,Fog,25.23,51.85,16.74,2.7,No Event,0
T01182,Metro,Station_1,Station_36,-7.0,Fog,29.85,55.41,12.25,2.18,No Event,0
T01183,Metro,Station_30,Station_37,-6.0,Fog,25.3,53.91,20.61,,Protest,0
T01184,Metro,Station_45,Station_41,4.0,Clear,21.49,53.16,25.12,1.5,No Event,0
T01185,Metro,Station_32,Station_17,-5.0,Fog,29.13,51.59,11.25,2.15,Protest,0
T01186,Metro,Station_28,Station_35,13.0,Storm,6.48,48.66,61.8,10.69,No Event,0
T01187,Bus,Station_21,Station_48,35.0,Storm,9.850000000000001,49.96,37.12,11.31,Festival,0
T01188,Tram,Station_46,Station_5,-9.0,Clear,19.21,52.72,10.74,1.65,No Event,0
T01189,Metro,Station_13,Station_48,-4.0,Fog,26.24,53.03,21.98,2.28,No Event,0
T01190,Tram,Station_27,Station_32,5.0,Rain,18.68,44.41,15.08,8.79,No Event,0
T01191,Tram,Station_36,Station_3,6.0,Fog,27.95,50.05,11.52,1.66,No Event,0
T01192,Bus,Station_7,Station_47,13.0,Storm,11.170000000000002,59.55,46.53,27.75,No Event,0
T01193,Metro,Station_22,Station_35,-3.0,Cloudy,22.45,46.08,20.31,1.99,No Event,0
T01194,Train,Station_10,Station_14,18.0,Snow,,54.1,13.22,14.78,Sports,0
T01195,Bus,Station_39,Station_48,6.0,Cloudy,19.92,50.06,16.69,2.63,No Event,0
T01196,Train,Station_15,Station_31,7.0,Rain,13.21,52.68,16.02,12.0,No Event,0
T01197,Tram,Station_15,Station_31,1.0,Fog,27.01,58.39,6.75,1.7,No Event,0
T01198,Tram,Station_4,Station_17,-2.0,Clear,31.76,,16.42,1.98,Concert,0
T01199,Bus,Station_32,Station_24,32.0,Fog,20.15,47.57,15.83,,No Event,0
T01200,Bus,Station_23,Station_23,7.0,Rain,23.03,52.05,12.07,10.27,No Event,0
T01201,Train,Station_6,Station_18,-1.0,Rain,16.54,55.52,8.38,12.03,No Event,0
T01202,Metro,Station_24,Station_50,4.0,Snow,4.690000000000001,37.04,20.74,15.02,Protest,0
T01203,Train,Station_20,Station_14,11.0,Rain,17.95,56.9,23.19,-0.27,Concert,0
T01204,Bus,Station_37,Station_50,5.0,Cloudy,25.01,48.09,12.24,2.01,No Event,1
T01205,Train,Station_20,Station_15,14.0,Snow,2.5500000000000007,55.32,16.67,13.96,No Event,1
T01206,Bus,Station_12,Station_15,-2.0,Fog,25.36,49.47,7.25,2.43,No Event,1
T01207,Train,Station_33,Station_6,7.0,Fog,15.36,64.73,20.11,1.99,No Event,1
T01208,Bus,Station_28,Station_27,0.0,Clear,28.58,54.1,16.43,2.22,No Event,0
T01209,Bus,Station_8,Station_15,10.0,Rain,26.15,56.68,14.75,-0.8399999999999999,No Event,0
T01210,Bus,Station_1,Station_50,5.0,Rain,14.559999999999999,51.88,18.1,9.59,No Event,0
T01211,Metro,Station_37,Station_36,7.0,Storm,15.98,56.09,43.980000000000004,26.04,No Event,0
T01212,Train,Station_22,Station_8,5.0,Snow,9.41,51.19,14.12,16.02,No Event,0
T01213,Train,Station_6,Station_15,12.0,Storm,16.79,53.83,45.47,19.22,No Event,0
T01214,Train,Station_21,Station_3,8.0,Snow,-0.9499999999999993,51.02,16.11,14.47,No Event,0
T01215,Bus,Station_32,Station_47,-11.0,Cloudy,20.91,54.85,16.04,2.4,No Event,0
T01216,Train,Station_35,Station_13,32.0,Snow,,43.47,9.25,14.65,Festival,0
T01217,Train,Station_15,Station_41,2.0,Fog,17.03,46.81,22.83,1.81,Sports,0
T01218,Bus,Station_5,Station_34,14.0,Clear,33.64,51.89,12.63,1.69,No Event,0
T01219,Tram,Station_46,Station_24,13.0,Snow,2.7600000000000016,56.37,,12.99,No Event,0
T01220,Bus,Station_50,Station_40,10.0,Snow,10.280000000000001,39.21,8.78,14.53,No Event,0
T01221,Train,Station_48,Station_32,11.0,Snow,0.46000000000000085,53.57,17.8,15.93,No Event,0
T01222,Bus,Station_6,Station_32,23.0,Clear,20.25,56.83,6.13,1.87,Festival,0
T01223,Tram,Station_25,Station_30,-1.0,Rain,20.53,54.89,16.17,7.01,No Event,0
T01224,Bus,Station_46,Station_49,5.0,Clear,26.53,53.75,11.55,2.12,Festival,0
T01225,Train,Station_40,Station_13,13.0,Rain,20.23,43.73,14.15,7.109999999999999,No Event,0
T01226,Tram,Station_29,Station_1,6.0,Fog,33.88,49.99,8.41,2.13,Festival,0
T01227,Metro,Station_7,Station_34,2.0,Clear,25.79,49.99,15.22,1.8,Sports,0
T01228,Train,Station_40,Station_15,10.0,Rain,31.79,57.51,12.99,4.93,Sports,0
T01229,Tram,Station_13,Station_44,-3.0,Fog,31.38,52.02,21.95,1.74,No Event,0
T01230,Tram,Station_38,Station_14,-5.0,Fog,16.25,48.95,23.02,,Protest,0
T01231,Metro,Station_18,Station_29,-1.0,Rain,,45.71,20.86,7.8,No Event,0
T01232,Bus,Station_2,Station_34,24.0,Rain,11.670000000000002,53.35,20.57,12.9,Festival,0
T01233,Bus,Station_8,Station_18,3.0,Cloudy,18.62,47.21,19.5,2.04,Concert,0
T01234,Train,Station_11,Station_7,5.0,Fog,26.7,52.01,13.31,1.88,No Event,0
T01235,Metro,Station_33,Station_29,5.0,Rain,11.57,54.75,25.97,3.62,Parade,0
T01236,Bus,Station_38,Station_31,8.0,Fog,28.35,53.79,17.63,1.83,Festival,0
T01237,Metro,Station_48,Station_25,2.0,Clear,33.1,58.46,10.89,2.59,Sports,0
T01238,Bus,Station_27,Station_38,9.0,Storm,11.91,45.87,43.32,28.91,No Event,0
T01239,Tram,Station_20,Station_14,31.0,Storm,2.5500000000000007,55.99,42.74,22.94,Parade,0
T01240,Bus,Station_12,Station_8,5.0,Snow,-9.66,48.88,15.5,15.23,Sports,0
T01241,Metro,Station_43,Station_27,14.0,Rain,14.870000000000001,47.32,21.45,8.91,Concert,0
T01242,Tram,Station_31,Station_2,16.0,Rain,20.79,47.27,15.32,,Festival,0
T01243,Tram,Station_27,Station_17,1.0,Fog,27.97,55.48,13.75,1.85,No Event,0
T01244,Tram,Station_32,Station_37,4.0,Snow,5.09,49.88,13.88,14.43,No Event,0
T01245,Metro,Station_10,Station_14,13.0,Rain,22.56,61.92,18.15,9.01,No Event,0
T01246,Train,Station_3,Station_25,-3.0,Fog,,52.86,,2.01,No Event,0
T01247,Train,Station_45,Station_30,14.0,Rain,26.4,50.04,9.42,6.16,Concert,0
T01248,Train,Station_27,Station_29,0.0,Fog,20.62,63.59,16.31,1.36,No Event,0
T01249,Metro,Station_35,Station_20,1.0,Rain,9.48,51.77,15.01,10.129999999999999,No Event,0
T01250,Tram,Station_31,Station_21,2.0,Cloudy,21.9,48.92,14.56,2.07,No Event,0
T01251,Train,Station_15,Station_22,0.0,Fog,23.55,55.02,10.26,1.83,No Event,0
T01252,Metro,Station_16,Station_35,2.0,Cloudy,27.55,50.06,15.21,2.62,No Event,0
T01253,Train,Station_13,Station_37,-3.0,Cloudy,20.39,56.59,15.83,2.26,No Event,0
T01254,Bus,Station_49,Station_16,1.0,Cloudy,31.630000000000003,47.13,11.19,2.41,No Event,0
T01255,Train,Station_35,Station_50,2.0,Cloudy,14.120000000000001,62.35,12.82,2.03,Sports,0
T01256,Train,Station_11,Station_49,8.0,Clear,27.99,,14.48,1.56,Festival,0
T01257,Tram,Station_21,Station_43,5.0,Snow,10.149999999999999,,21.67,14.870000000000001,No Event,0
T01258,Metro,Station_11,Station_17,15.0,Storm,16.72,46.32,47.87,28.7,No Event,0
T01259,Tram,Station_30,Station_16,-3.0,Clear,28.27,,17.52,1.61,No Event,0
T01260,Tram,Station_48,Station_2,11.0,Rain,22.35,52.87,16.05,1.02,No Event,1
T01261,Tram,Station_35,Station_4,21.0,Rain,25.46,46.1,10.75,2.5700000000000003,Festival,1
T01262,Tram,Station_22,Station_21,17.0,Snow,1.4899999999999984,40.25,11.52,13.71,No Event,1
T01263,Tram,Station_38,Station_39,9.0,Storm,10.030000000000001,40.18,42.51,5.05,No Event,1
T01264,Train,Station_31,Station_34,12.0,Storm,9.25,,26.11,27.95,No Event,0
T01265,Tram,Station_14,Station_30,20.0,Storm,5.190000000000001,52.91,52.489999999999995,17.65,Parade,0
T01266,Tram,Station_24,Station_6,-4.0,Cloudy,13.07,59.35,13.71,1.86,No Event,0
T01267,Metro,Station_50,Station_17,-1.0,Clear,27.25,52.32,10.14,2.46,No Event,0
T01268,Bus,Station_49,Station_39,-4.0,Rain,12.579999999999998,52.88,17.34,,No Event,0
T01269,Train,Station_32,Station_25,-2.0,Clear,27.1,58.11,13.85,2.0,No Event,0
T01270,Train,Station_36,Station_5,0.0,Clear,27.54,55.11,16.59,2.32,Protest,0
T01271,Train,Station_32,Station_5,-5.0,Clear,26.88,49.13,18.74,1.62,No Event,0
T01272,Tram,Station_15,Station_20,11.0,Storm,7.960000000000001,54.68,54.31,17.07,Concert,0
T01273,Tram,Station_43,Station_16,6.0,Snow,16.130000000000003,49.87,21.06,15.77,No Event,0
T01274,Tram,Station_35,Station_41,1.0,Snow,14.420000000000002,46.67,18.47,13.870000000000001,No Event,0
T01275,Metro,Station_3,Station_37,13.0,Storm,3.1799999999999997,49.51,34.019999999999996,22.82,No Event,0
T01276,Bus,Station_16,Station_40,5.0,Rain,13.75,48.7,13.02,5.88,Concert,0
T01277,Tram,Station_5,Station_9,3.0,Rain,25.7,53.24,21.66,6.12,No Event,0
T01278,Bus,Station_21,Station_5,12.0,Rain,12.399999999999999,46.61,16.51,13.97,No Event,0
T01279,Metro,Station_10,Station_42,16.0,Snow,2.2300000000000004,58.17,11.02,15.32,No Event,0
T01280,Train,Station_19,Station_2,14.0,Snow,4.75,47.86,4.05,15.129999999999999,Sports,0
T01281,Tram,Station_25,Station_9,4.0,Clear,31.94,41.53,21.43,2.06,Festival,0
T01282,Bus,Station_4,Station_43,27.0,Storm,16.54,48.2,55.58,15.77,Protest,0
T01283,Bus,Station_29,Station_36,8.0,Cloudy,18.79,45.52,13.38,2.12,No Event,0
T01284,Tram,Station_19,Station_22,0.0,Clear,20.76,51.63,22.68,2.26,No Event,0
T01285,Train,Station_43,Station_22,-2.0,Fog,16.12,63.71,17.17,1.69,No Event,0
T01286,Train,Station_2,Station_22,13.0,Snow,4.890000000000001,51.79,8.14,16.48,No Event,0
T01287,Train,Station_10,Station_34,11.0,Clear,,47.67,15.59,2.32,Protest,0
T01288,Metro,Station_43,Station_29,18.0,Storm,-1.5,57.24,36.12,22.91,Sports,0
T01289,Bus,Station_25,Station_38,9.0,Fog,28.67,48.01,21.26,1.72,Sports,0
T01290,Bus,Station_20,Station_46,16.0,Clear,24.85,54.57,17.85,2.22,No Event,0
T01291,Bus,Station_48,Station_33,16.0,Storm,,57.97,38.980000000000004,24.29,Festival,0
T01292,Metro,Station_19,Station_18,21.0,Storm,13.66,58.24,45.33,7.77,Festival,0
T01293,Bus,Station_23,Station_7,16.0,Snow,0.5799999999999983,41.9,17.08,15.39,No Event,0
T01294,Metro,Station_24,Station_1,-5.0,Cloudy,24.14,46.0,15.35,1.83,No Event,0
T01295,Train,Station_11,Station_33,5.0,Clear,28.19,56.75,20.99,1.2,No Event,0
T01296,Tram,Station_46,Station_1,8.0,Storm,26.61,49.64,,11.97,No Event,0
T01297,Bus,Station_34,Station_24,5.0,Rain,22.25,51.99,23.84,5.77,Festival,0
T01298,Bus,Station_28,Station_4,40.0,Storm,16.72,60.81,54.21,18.240000000000002,No Event,0
T01299,Train,Station_5,Station_4,-2.0,Cloudy,30.27,45.92,21.92,1.76,No Event,0
T01300,Tram,Station_5,Station_18,15.0,Storm,23.04,56.08,29.93,22.38,No Event,1
T01301,Metro,Station_21,Station_27,10.0,Snow,0.5700000000000003,54.66,23.75,13.32,No Event,1
T01302,Tram,Station_12,Station_43,-11.0,Clear,19.07,45.82,15.17,1.88,No Event,1
T01303,Train,Station_50,Station_32,14.0,Snow,6.239999999999998,45.04,18.99,15.89,Parade,1
T01304,Train,Station_4,Station_33,1.0,Clear,29.4,58.65,9.72,1.74,No Event,0
T01305,Tram,Station_49,Station_28,4.0,Fog,20.76,52.36,22.69,1.92,Sports,0
T01306,Metro,Station_42,Station_42,-3.0,Clear,21.85,52.92,4.49,2.04,Sports,0
T01307,Metro,Station_20,Station_41,-1.0,Fog,27.09,57.32,5.96,2.07,No Event,0
T01308,Bus,Station_38,Station_36,6.0,Snow,8.84,52.01,17.95,14.64,Festival,0
T01309,Metro,Station_25,Station_6,1.0,Rain,27.130000000000003,57.15,11.19,8.06,No Event,0
T01310,Tram,Station_14,Station_16,7.0,Cloudy,29.659999999999997,51.14,9.45,1.69,Concert,0
T01311,Train,Station_11,Station_34,5.0,Rain,21.89,57.43,13.27,2.17,Concert,0
T01312,Bus,Station_32,Station_23,7.0,Fog,15.81,51.59,17.08,1.88,No Event,0
T01313,Bus,Station_11,Station_50,50.0,Storm,19.05,52.86,46.379999999999995,24.02,No Event,0
T01314,Train,Station_18,Station_42,12.0,Storm,14.79,58.87,,14.24,Sports,0
T01315,Metro,Station_27,Station_24,0.0,Rain,8.15,55.79,15.09,9.36,No Event,0
T01316,Train,Station_18,Station_49,11.0,Storm,7.510000000000002,64.66,47.07,16.78,No Event,0
T01317,Metro,Station_23,Station_13,26.0,Fog,25.98,59.44,15.3,2.27,Sports,0
T01318,Train,Station_11,Station_18,17.0,Snow,6.32,42.79,17.44,16.39,Sports,0
T01319,Tram,Station_21,Station_13,13.0,Cloudy,26.01,60.77,11.27,1.89,No Event,0
T01320,Metro,Station_44,Station_49,-3.0,Clear,24.7,53.88,11.75,1.98,No Event,0
T01321,Tram,Station_5,Station_37,-2.0,Fog,27.39,47.48,17.55,2.45,No Event,0
T01322,Bus,Station_23,Station_43,-8.0,Fog,22.75,51.46,5.24,2.36,No Event,0
T01323,Train,Station_41,Station_39,-1.0,Clear,28.56,52.91,16.03,2.04,No Event,0
T01324,Bus,Station_25,Station_42,24.0,Clear,29.69,48.77,14.51,2.09,Festival,0
T01325,Bus,Station_41,Station_17,-4.0,Cloudy,16.56,52.39,14.74,2.02,No Event,0
T01326,Bus,Station_10,Station_15,21.0,Cloudy,26.56,53.13,14.43,1.92,No Event,0
T01327,Bus,Station_22,Station_18,-7.0,Cloudy,13.98,60.69,12.94,2.06,Sports,0
T01328,Train,Station_19,Station_23,13.0,Storm,7.940000000000001,54.1,40.88,,No Event,0
T01329,Bus,Station_1,Station_30,-4.0,Fog,24.61,48.79,17.82,2.27,No Event,0
T01330,Train,Station_7,Station_34,9.0,Snow,2.3200000000000003,53.85,22.17,14.39,Concert,0
T01331,Train,Station_4,Station_4,1.0,Clear,20.61,52.99,20.17,2.13,Sports,0
T01332,Tram,Station_1,Station_3,4.0,Fog,38.0,58.19,8.94,1.74,Sports,0
T01333,Metro,Station_15,Station_7,3.0,Fog,24.11,58.94,12.61,2.47,Sports,0
T01334,Metro,Station_40,Station_18,-5.0,Cloudy,19.6,51.72,14.42,1.59,No Event,0
T01335,Train,Station_12,Station_42,-3.0,Cloudy,22.94,41.77,16.08,2.02,Festival,0
T01336,Tram,Station_22,Station_7,-3.0,Fog,26.37,57.03,7.21,2.29,No Event,0
T01337,Train,Station_22,Station_40,0.0,Cloudy,27.99,57.21,13.97,1.9,No Event,0
T01338,Train,Station_50,Station_6,13.0,Storm,14.149999999999999,46.62,46.86,18.7,No Event,0
T01339,Train,Station_47,Station_22,-7.0,Clear,22.14,60.18,13.19,1.85,No Event,0
T01340,Tram,Station_17,Station_1,-1.0,Fog,22.73,53.07,18.02,2.4,No Event,0
T01341,Metro,Station_29,Station_4,2.0,Clear,34.76,49.59,16.0,2.03,No Event,0
T01342,Tram,Station_46,Station_46,11.0,Storm,13.850000000000001,59.32,31.560000000000002,17.53,No Event,0
T01343,Bus,Station_14,Station_49,15.0,Cloudy,29.840000000000003,55.13,13.44,2.44,No Event,0
T01344,Tram,Station_50,Station_50,5.0,Rain,24.88,57.96,18.09,-0.81,Sports,0
T01345,Tram,Station_20,Station_43,15.0,Storm,12.329999999999998,60.28,49.07,8.04,Sports,0
T01346,Tram,Station_50,Station_29,3.0,Rain,21.23,54.17,21.2,5.01,No Event,0
T01347,Tram,Station_48,Station_21,-11.0,Clear,24.94,55.19,14.12,1.76,No Event,0
T01348,Metro,Station_33,Station_26,2.0,Fog,42.13,52.11,9.59,1.14,No Event,0
T01349,Bus,Station_43,Station_14,10.0,Cloudy,14.370000000000001,54.16,14.0,2.1,No Event,0
T01350,Metro,Station_15,Station_9,10.0,Storm,2.969999999999999,47.31,43.1,15.9,Sports,0
T01351,Metro,Station_12,Station_47,-7.0,Cloudy,23.99,48.22,14.6,2.17,No Event,0
T01352,Tram,Station_40,Station_12,6.0,Rain,18.46,64.09,12.23,15.370000000000001,No Event,0
T01353,Train,Station_20,Station_42,-2.0,Rain,19.79,55.5,21.86,6.97,No Event,0
T01354,Train,Station_30,Station_6,6.0,Snow,2.2699999999999996,51.11,14.52,15.129999999999999,Protest,0
T01355,Metro,Station_38,Station_20,-3.0,Fog,19.13,50.06,10.32,,No Event,0
T01356,Metro,Station_3,Station_24,15.0,Rain,20.94,41.89,23.01,3.85,Concert,1
T01357,Tram,Station_28,Station_27,13.0,Fog,25.59,50.48,9.25,1.81,No Event,1
T01358,Metro,Station_26,Station_38,13.0,Snow,-1.1600000000000001,52.82,11.94,13.61,Sports,1
T01359,Tram,Station_30,Station_8,25.0,Storm,6.43,56.37,,5.46,Festival,1
T01360,Train,Station_13,Station_1,11.0,Snow,-5.32,49.4,17.27,13.67,No Event,0
T01361,Train,Station_13,Station_49,-8.0,Fog,23.12,46.88,20.18,1.92,Protest,0
T01362,Bus,Station_2,Station_49,17.0,Rain,20.74,51.59,20.36,6.8,Sports,0
T01363,Train,Station_37,Station_24,0.0,Clear,20.68,52.24,4.24,2.25,Sports,0
T01364,Metro,Station_49,Station_47,3.0,Fog,35.09,38.83,10.75,1.95,Sports,0
T01365,Train,Station_38,Station_7,-4.0,Cloudy,26.16,55.35,11.55,1.82,No Event,0
T01366,Tram,Station_2,Station_19,-2.0,Clear,20.36,44.44,12.32,2.36,No Event,0
T01367,Train,Station_36,Station_22,9.0,Fog,25.11,57.9,12.51,2.15,Parade,0
T01368,Bus,Station_26,Station_35,-4.0,Cloudy,21.33,47.44,9.83,2.3,No Event,0
T01369,Train,Station_11,Station_30,24.0,Snow,7.870000000000001,39.52,17.41,13.84,Parade,0
T01370,Tram,Station_8,Station_29,-10.0,Clear,26.06,52.53,22.37,1.94,No Event,0
T01371,Tram,Station_44,Station_22,1.0,Fog,34.0,57.39,9.33,2.01,No Event,0
T01372,Metro,Station_40,Station_11,15.0,Storm,9.0,57.59,56.53,28.16,Concert,0
T01373,Train,Station_43,Station_20,2.0,Snow,11.090000000000003,51.25,,15.16,Protest,0
T01374,Tram,Station_22,Station_29,-4.0,Cloudy,15.629999999999999,49.45,12.88,1.96,No Event,0
T01375,Bus,Station_20,Station_41,34.0,Storm,12.7,53.12,40.15,12.69,No Event,0
T01376,Metro,Station_8,Station_42,8.0,Rain,19.37,55.54,14.79,8.11,Sports,0
T01377,Bus,Station_29,Station_34,27.0,Snow,3.3299999999999983,48.26,,13.18,Parade,0
T01378,Train,Station_40,Station_1,11.0,Snow,4.719999999999999,50.73,8.87,15.99,Concert,0
T01379,Train,Station_26,Station_31,-5.0,Fog,22.88,50.28,17.76,2.58,No Event,0
T01380,Train,Station_30,Station_30,0.0,Fog,24.65,,13.35,2.17,No Event,0
T01381,Metro,Station_17,Station_48,2.0,Cloudy,13.120000000000001,51.87,15.99,2.33,Festival,0
T01382,Tram,Station_20,Station_18,3.0,Snow,1.8200000000000003,45.86,8.99,16.27,No Event,0
T01383,Metro,Station_16,Station_17,-8.0,Fog,24.27,54.26,10.06,1.81,No Event,0
T01384,Bus,Station_46,Station_38,21.0,Rain,19.56,54.11,19.25,3.83,No Event,0
T01385,Metro,Station_43,Station_14,-7.0,Fog,28.51,62.11,12.57,1.8,No Event,0
T01386,Bus,Station_7,Station_23,11.0,Snow,15.989999999999998,39.05,9.02,15.28,No Event,0
T01387,Metro,Station_16,Station_25,-6.0,Clear,27.14,59.71,18.5,2.57,No Event,0
T01388,Tram,Station_45,Station_15,23.0,Storm,,60.51,39.07,18.22,Sports,0
T01389,Bus,Station_47,Station_46,-10.0,Snow,-3.1400000000000006,58.23,16.52,15.03,No Event,0
T01390,Train,Station_48,Station_22,1.0,Rain,25.48,,10.59,6.64,No Event,0
T01391,Train,Station_27,Station_3,12.0,Snow,4.199999999999999,36.27,16.52,15.55,No Event,0
T01392,Metro,Station_23,Station_19,8.0,Rain,22.87,53.02,8.53,10.94,Festival,0
T01393,Train,Station_24,Station_44,14.0,Snow,19.4,42.12,14.72,15.42,Concert,0
T01394,Bus,Station_9,Station_34,27.0,Storm,15.39,58.9,47.019999999999996,19.33,No Event,0
T01395,Train,Station_35,Station_35,3.0,Storm,9.64,55.7,40.9,16.33,No Event,0
T01396,Tram,Station_20,Station_50,8.0,Rain,20.13,52.48,23.06,1.86,No Event,1
T01397,Tram,Station_37,Station_1,41.0,Snow,14.93,46.25,14.8,16.52,Festival,1
T01398,Metro,Station_42,Station_21,17.0,Storm,5.75,51.98,38.75,13.08,No Event,1
T01399,Bus,Station_17,Station_29,34.0,Cloudy,25.21,57.88,13.71,2.25,No Event,1
T01400,Tram,Station_47,Station_6,4.0,Snow,2.5199999999999996,54.31,21.6,14.8,Sports,0
T01401,Tram,Station_31,Station_37,25.0,Storm,12.21,56.94,53.35,20.94,Concert,0
T01402,Bus,Station_8,Station_1,-5.0,Clear,30.94,50.84,10.79,2.4,No Event,0
T01403,Train,Station_15,Station_1,-8.0,Clear,30.05,58.47,18.56,1.91,No Event,0
T01404,Train,Station_31,Station_27,-6.0,Cloudy,11.82,49.48,,2.24,No Event,0
T01405,Metro,Station_30,Station_21,13.0,Storm,13.100000000000001,58.29,28.66,14.870000000000001,No Event,0
T01406,Train,Station_46,Station_16,-2.0,Clear,18.3,56.37,15.04,2.34,No Event,0
